web-scraper-order,web-scraper-start-url,autoscout24,autoscout24-href,description_raw,price_raw,mileage_raw,fuel_type_raw,location_raw
"1733471640-285","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=65","","https://www.autoscout24.ch/de/d/possl-globecar-r-automat-11509884","PÖSSL Globecar R Automat.","CHF 46'900.–","50'800 km","Diesel","La Guérite 60, 1541 Sévaz"
"1733471644-286","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=65","","https://www.autoscout24.ch/de/d/possl-globecar-campscout-640-automatikgetriebe-11578240","PÖSSL Globecar Campscout 640 Automatikgetriebe","CHF 39'900.–","77'600 km","Diesel","via san gottardo 38, 6593 cadenazzo"
"1733471650-287","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=65","","https://www.autoscout24.ch/de/d/opel-vivaro-b-16cdti-camper-van-11799939","OPEL Vivaro B 16CDTi Camper Van","CHF 29'900.–","134'869 km","Diesel","Buechbergstrasse 10, 9422 Staad SG"
"1733471660-288","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=65","","https://www.autoscout24.ch/de/d/opel-life-edition-camper-11837230","OPEL Life Edition Camper","CHF 52'800.–","29'900 km","Diesel","Rue de la Croix 22 (ZI), 2822 Courroux"
"1733471663-289","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=65","","https://www.autoscout24.ch/de/d/etrusco-i-6900-sb-hymer-gruppe-fiat-ducato-23mjt-140ps-11878620","ETRUSCO I 6900 SB *Hymer-Gruppe* Fiat Ducato 2.3MJT 140PS","CHF 66'900.–","20'000 km","Diesel","Hofackerstrasse 7, 9606 Bütschwil"
"1733471667-290","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=65","","https://www.autoscout24.ch/de/d/dethleffs-trend-t7057-eb-11904159","DETHLEFFS Trend T7057 EB","CHF 85'870.–","15'000 km","Diesel","Gewerbestrasse 1, 8451 Kleinandelfingen"
"1733471670-291","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=65","","https://www.autoscout24.ch/de/d/laika-kosmo-van-9-automat-9-vit-11942024","LAIKA Kosmo Van 9 automat. 9 vit.","CHF 64'900.–","36'650 km","Diesel","La Guérite 60, 1541 Sévaz"
"1733471676-292","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=64","","https://www.autoscout24.ch/de/d/knaus-vansation-550-11947569","KNAUS Vansation 550","CHF 52'777.–","54'200 km","Diesel","Hauptstrasse 216, 4565 Recherswil"
"1733471680-293","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=64","","https://www.autoscout24.ch/de/d/burstner-aviano-709-11950250","BÜRSTNER Aviano 709","CHF 42'900.–","55'800 km","Diesel","Im Chrummenacher 8, 8308 Illnau"
"1733471683-294","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=64","","https://www.autoscout24.ch/de/d/vw-t61-california-20-tdi-beach-liberty-4motion-11983612","VW T6.1 California 2.0 TDI Beach Liberty 4Motion","CHF 62'000.–","75'000 km","Diesel","C.F.L. Lohnerstrasse 25, 3645 Gwatt (Thun)"
"1733471686-295","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=64","","https://www.autoscout24.ch/de/d/fiat-ducato-capron-a464-10246293","FIAT Ducato CAPRON A464","CHF 49'900.–","86'000 km","Diesel","Via serta 14, 6814 Lamone (Ticino)"
"1733471689-296","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=64","","https://www.autoscout24.ch/de/d/chausson-twist-v594-fiat-ducato-140-11093271","CHAUSSON Twist V594 (Fiat Ducato 140)","CHF 54'450.–","12'500 km","Diesel","Industriestrasse 14, 8355 Aadorf"
"1733471692-297","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=64","","https://www.autoscout24.ch/de/d/vw-caddy-15-tsi-california-spirit-dsg-11520167","VW Caddy 1.5 TSI California Spirit DSG","CHF 35'900.–","30'700 km","Benzin","Rue Baptiste-Savoye 16, 2610 St-Imier"
"1733471696-298","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=64","","https://www.autoscout24.ch/de/d/fiat-lmc-t-662-11768916","FIAT LMC T 662","CHF 53'900.–","15'051 km","Diesel","Voltastrasse 89, 4056 Basel"
"1733471699-299","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=64","","https://www.autoscout24.ch/de/d/fiat-15q-23-jtd-l2-h2-camper-11888651","FIAT 15Q 2.3 JTD L2-H2 CAMPER","CHF 35'800.–","120'000 km","Diesel","Breitwies 5, 5420 Ehrendingen"
"1733471702-300","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=64","","https://www.autoscout24.ch/de/d/mercedes-benz-marco-polo-300-d-lang-4m-automat-11967169","MERCEDES-BENZ Marco Polo 300 d lang 4M Automat","CHF 74'900.–","30'000 km","Diesel","Schachenstrasse 31, 3421 Lyssach"
"1733471704-301","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=64","","https://www.autoscout24.ch/de/d/vw-t5-california-20-tdi-11978670","VW T5 California 2.0 TDI","CHF 15'800.–","270'000 km","Diesel","Kreuzfeldstrasse 2, 5644 Auw"
"1733471707-302","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=64","","https://www.autoscout24.ch/de/d/vw-19-tdi-11803542","VW 1.9 TDI","CHF 27'900.–","149'000 km","Diesel","Bernstrasse 26, 3076 Worb"
"1733471710-303","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=64","","https://www.autoscout24.ch/de/d/knaus-box-star-600-11967806","KNAUS BOX STAR 600","CHF 53'898.–","60'000 km","Diesel","Via San Gottardo 120, 6500 Bellinzona"
"1733471714-304","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=64","","https://www.autoscout24.ch/de/d/vw-t2-caravelle-bluestar-multivan-hannover-edition-10381241","VW T2 CARAVELLE BLUESTAR Multivan Hannover Edition","CHF 23'999.–","151'000 km","Diesel","Rte de Lausanne 22, 1422 Grandson (Les Tuileries)"
"1733471716-305","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=64","","https://www.autoscout24.ch/de/d/vw-t61-4x4-octo-bus-von-fischer-wohnmobile-10689609","VW T6.1 4x4 Octo-bus von Fischer Wohnmobile","CHF 104'300.–","65'000 km","Diesel","Gewerbestrasse 1, 8451 Kleinandelfingen"
"1733471719-306","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=64","","https://www.autoscout24.ch/de/d/dethleffs-trend-t-7057dbm-fiat-ducato-22mjt-140ps-11069809","DETHLEFFS Trend T 7057DBM, Fiat Ducato 2.2MJT 140PS","CHF 64'900.–","42'000 km","Diesel","Hofackerstrasse 7, 9606 Bütschwil"
"1733471722-307","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=64","","https://www.autoscout24.ch/de/d/vw-t61-california-20-tdi-ocean-edition-liberty-11285355","VW T6.1 California 2.0 TDI Ocean Edition Liberty","CHF 64'900.–","19'000 km","Diesel","Industriestrasse 5, 2557 Studen"
"1733471726-308","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=64","","https://www.autoscout24.ch/de/d/burstner-city-car-640-mit-einzelbett-and-automat-11524394","BÜRSTNER City Car 640 mit Einzelbett & Automat!","CHF 61'999.–","15'900 km","Diesel","Hauptstrasse 216, 4565 Recherswil"
"1733471730-309","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=64","","https://www.autoscout24.ch/de/d/vw-t6-california-20-bi-tdi-beach-11555306","VW T6 California 2.0 Bi-TDI Beach","CHF 39'900.–","191'000 km","Diesel","Belpbergstr. 3+5 / Seftigenstrasse 198, 3125 Toffen / 3084 Wabern"
"1733471733-310","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=64","","https://www.autoscout24.ch/de/d/roller-team-fiat-kronos-279m-rita-11601920","ROLLER TEAM Fiat Kronos 279M ""RITA""","CHF 62'900.–","13'500 km","Diesel","Niederbippstrasse 3, 4538 Oberbipp"
"1733471737-311","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=64","","https://www.autoscout24.ch/de/d/sunlight-fiat-a-70-adventure-11617981","SUNLIGHT Fiat A 70 Adventure","CHF 54'999.–","50'000 km","Diesel","Arbonerstrasse 1, 8599 Salmsach"
"1733471748-312","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=63","","https://www.autoscout24.ch/de/d/sunlight-fiat-160ps-a-70-adventure-11618126","SUNLIGHT Fiat 160PS A 70 Adventure","CHF 59'999.–","50'000 km","Diesel","Arbonerstrasse 1, 8599 Salmsach"
"1733471751-313","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=63","","https://www.autoscout24.ch/de/d/sunlight-v-60-11632946","SUNLIGHT V 60","CHF 43'900.–","18'900 km","Diesel","La Guérite 60, 1541 Sévaz"
"1733471754-314","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=63","","https://www.autoscout24.ch/de/d/fiat-ducato-22-l1-h1-adventure-11683203","FIAT Ducato 2.2 L1 H1 Adventure","CHF 25'000.–","121'000 km","Diesel","Schulhausweg 4, 9608 Ganterschwil"
"1733471757-315","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=63","","https://www.autoscout24.ch/de/d/carthago-chic-i-47-fiat-iveco-30mjt-160ps-11723806","CARTHAGO Chic I 47, Fiat- Iveco 3.0MJT 160PS","CHF 39'900.–","96'000 km","Diesel","Hofackerstrasse 7, 9606 Bütschwil"
"1733471760-316","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=63","","https://www.autoscout24.ch/de/d/toyota-hilux-wohnmobil-11734372","TOYOTA Hilux Wohnmobil","CHF 18'500.–","115'000 km","Benzin","Rietstrasse 16, 8108 Dällikon (ZH)"
"1733471763-317","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=63","","https://www.autoscout24.ch/de/d/dethleffs-just-go-t-7055eb-ford-20ecoblue-160ps-11745960","DETHLEFFS Just Go T 7055EB, Ford 2.0EcoBlue 160PS","CHF 68'900.–","14'500 km","Diesel","Hofackerstrasse 7, 9606 Bütschwil"
"1733471767-318","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=63","","https://www.autoscout24.ch/de/d/sunlight-cliff-640-rt-aufstelldach-adventure-edition-11755089","SUNLIGHT Cliff 640 RT Aufstelldach Adventure Edition","CHF 57'900.–","50'000 km","Diesel","Arbonerstrasse 1, 8599 Salmsach"
"1733471770-319","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=63","","https://www.autoscout24.ch/de/d/opel-vivaro-11772259","OPEL VIVARO","CHF 58'000.–","25'000 km","Diesel","Im Geren 18, 8352 Elsau"
"1733471774-320","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=63","","https://www.autoscout24.ch/de/d/vw-t61-california-20-tdi-ocean-liberty-4motion-11777454","VW T6.1 California 2.0 TDI Ocean Liberty 4Motion","CHF 72'900.–","22'100 km","Diesel","Brüelmattstrasse 8, 6221 Rickenbach LU"
"1733471778-321","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=63","","https://www.autoscout24.ch/de/d/adria-687-sl-automatik-38-ton-hubbett-alde-heizung-anhangekupplung-11803442","ADRIA 687 SL Automatik 3.8 ton - Hubbett - Alde Heizung - Anhängekupplung","CHF 45'900.–","46'450 km","Diesel","via san gottardo 38, 6593 cadenazzo"
"1733471781-322","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=63","","https://www.autoscout24.ch/de/d/dethleffs-just-90-t-6812eb-fiat-ducato-22mjt-140ps-11809843","DETHLEFFS Just 90 T 6812EB, Fiat Ducato 2.2MJT 140PS","CHF 69'900.–","16'000 km","Diesel","Hofackerstrasse 7, 9606 Bütschwil"
"1733471783-323","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=63","","https://www.autoscout24.ch/de/d/knaus-boxstar-600-30-diesel-mit-177ps-ab-mfk-and-service-11838552","KNAUS Boxstar 600 - 3.0 Diesel mit 177PS! ab MFK & Service!","CHF 38'890.–","44'990 km","Diesel","Johann-Renfer-Strasse 3, 2504 Biel/Bienne"
"1733471789-324","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=63","","https://www.autoscout24.ch/de/d/vw-t61-california-20-tdi-ocean-edition-liberty-4motion-11849305","VW T6.1 California 2.0 TDI Ocean Edition Liberty 4Motion","CHF 59'900.–","46'500 km","Diesel","Luzernstrasse 59, 6274 Eschenbach"
"1733471791-325","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=63","","https://www.autoscout24.ch/de/d/hymer-b790-masterline-11863422","HYMER B790 Masterline","CHF 136'000.–","29'320 km","Diesel","via san gottardo 38, 6593 cadenazzo"
"1733471794-326","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=63","","https://www.autoscout24.ch/de/d/vw-t6-california-20-tdi-beach-liberty-11880079","VW T6 California 2.0 TDI Beach Liberty","CHF 40'200.–","100'575 km","Diesel","Buholzstrasse 40, 6032 Emmen"
"1733471797-327","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=63","","https://www.autoscout24.ch/de/d/etrusco-cv-640-complete-selection-fiat-ducato-23mjt-140ps-11895172","ETRUSCO Cv 640 ""Complete Selection"" Fiat Ducato 2.3MJT 140PS","CHF 52'900.–","61'000 km","Diesel","Hofackerstrasse 7, 9606 Bütschwil"
"1733471801-328","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=63","","https://www.autoscout24.ch/de/d/vw-t61-california-20-tdi-ocean-last-edition-11895845","VW T6.1 California 2.0 TDI Ocean Last Edition","CHF 65'800.–","33'400 km","Diesel","St. Gallerstrasse 99, 9032 Engelburg"
"1733471816-329","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=63","","https://www.autoscout24.ch/de/d/roller-team-livingstone-2-advance-automat-140ps-ab-mfk-and-service-11924212","ROLLER TEAM LIVINGSTONE 2 ADVANCE - AUTOMAT! 140PS! ab MFK & Service!","CHF 53'390.–","56'990 km","Diesel","Johann-Renfer-Strasse 3, 2504 Biel/Bienne"
"1733471818-330","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=63","","https://www.autoscout24.ch/de/d/ahorn-van-550-11949322","AHORN Van 550","CHF 49'900.–","24'500 km","Diesel","Sahlimatte 200, 3036 Detligen"
"1733471821-331","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=63","","https://www.autoscout24.ch/de/d/vw-t6-california-20-tdi-ocean-liberty-11955906","VW T6 California 2.0 TDI Ocean Liberty","CHF 56'900.–","32'300 km","Diesel","Z.I. du Moulin-du-Choc G, 1122 Romanel-sur-Morges"
"1733471830-332","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=62","","https://www.autoscout24.ch/de/d/carado-a366-6-places-11960203","CARADO A366 6 places","CHF 29'900.–","113'500 km","Diesel","La Guérite 60, 1541 Sévaz"
"1733471834-333","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=62","","https://www.autoscout24.ch/de/d/adria-cl-670sl-plus-11969904","ADRIA CL 670SL Plus","CHF 79'950.–","57'500 km","Diesel","Rheinstrasse 50, 4414 Füllinsdorf"
"1733471838-334","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=62","","https://www.autoscout24.ch/de/d/vw-t6-20-tdi-wohnmobil-ahnlich-california-11458034","VW T6 2.0 TDI Wohnmobil (ähnlich California)","CHF 42'900.–","57'176 km","Diesel","Hauptstrasse 69, 8572 Berg TG"
"1733471864-335","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=62","","https://www.autoscout24.ch/de/d/knaus-van-i-650-11752631","KNAUS Van I 650","CHF 68'000.–","54'000 km","Diesel","Bahnhofstrasse 166, 4313 Möhlin"
"1733471866-336","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=62","","https://www.autoscout24.ch/de/d/randger-r490-auto-5-places-11775316","RANDGER R490 auto - 5 places","CHF 54'900.–","14'000 km","Diesel","Rte de Porrentruy 86, 2800 Delémont"
"1733471868-337","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=62","","https://www.autoscout24.ch/de/d/vw-t61-california-20-tdi-beach-liberty-spirit-11939711","VW T6.1 California 2.0 TDI Beach Liberty Spirit","CHF 52'000.–","67'000 km","Diesel","Via serta 14, 6814 Lamone (Ticino)"
"1733471872-338","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=62","","https://www.autoscout24.ch/de/d/mercedes-benz-marco-polo-250-d-4m-automat-11942975","MERCEDES-BENZ Marco Polo 250 d  4M Automat","CHF 69'900.–","19'000 km","Diesel","Rue du Stand 3bis, 1204 Genève"
"1733471876-339","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=62","","https://www.autoscout24.ch/de/d/weinsberg-ti650-mgh-11984391","WEINSBERG Ti650 MGH","CHF 39'899.–","74'136 km","-","Archstrasse 36, 2540 Grenchen"
"1733471880-340","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=62","","https://www.autoscout24.ch/de/d/ford-ranger-25tdci-4x4-11957159","FORD Ranger 2.5TDCi 4x4","CHF 28'898.–","180'000 km","Diesel","Bernstrasse 26, 3076 Worb"
"1733471885-341","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=62","","https://www.autoscout24.ch/de/d/mercedes-benz-marco-polo-horiz-300-d-4m-11087574","MERCEDES-BENZ Marco Polo Horiz 300 d 4M","CHF 94'900.–","17'500 km","Diesel","Industriestrasse 15, 3661 Uetendorf"
"1733471888-342","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=62","","https://www.autoscout24.ch/de/d/mercedes-benz-marco-polo-horiz-250-d-4m-11129323","MERCEDES-BENZ Marco Polo Horiz 250 d 4M","CHF 69'900.–","13'500 km","Diesel","Industriestrasse 15, 3661 Uetendorf"
"1733471892-343","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=62","","https://www.autoscout24.ch/de/d/vw-grand-california-600-20-bi-tdi-10041780","VW Grand California 600 2.0 BI-TDI","CHF 64'800.–","54'700 km","Diesel","Eichäckerstrasse 1, 8500 Frauenfeld"
"1733471897-344","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=62","","https://www.autoscout24.ch/de/d/adria-supreme-i-810sl-11624407","ADRIA Supreme I 810SL","CHF 114'900.–","28'100 km","Diesel","Bernstrasse 115, 3613 Steffisburg"
"1733471903-345","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=62","","https://www.autoscout24.ch/de/d/dethleffs-trend-90-t7057-eb-9999788","DETHLEFFS Trend 90 T7057 EB","CHF 65'970.–","13'500 km","Diesel","Hauptstrasse 70, 8546 Islikon"
"1733471909-346","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=62","","https://www.autoscout24.ch/de/d/chausson-twist-v-594-start-2-3-diesel-fiat-ducato-multijet-130-10966162","CHAUSSON TWIST V 594 START 2,3 DIESEL FIAT DUCATO MULTIJET 130","CHF 39'997.–","61'772 km","Diesel","Zollstrasse 33, 8240 Thayngen(SH)"
"1733471913-347","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=62","","https://www.autoscout24.ch/de/d/karmann-dexter-555-2-3-diesel-hochdach-h3-fiat-ducato-maxi-professioal-mj-130-11416059","KARMANN DEXTER 555 2,3 DIESEL HOCHDACH H3 FIAT DUCATO MAXI PROFESSIOAL MJ 130","CHF 59'997.–","32'137 km","Diesel","Zollstrasse 33, 8240 Thayngen(SH)"
"1733471917-348","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=62","","https://www.autoscout24.ch/de/d/laika-fiat-laika-ecovip-309-23-131-ps-11475290","LAIKA Fiat Laika Ecovip 309 2.3, 131 PS","CHF 47'750.–","19'700 km","Diesel","Riedgrabenstrasse 3, 8153 Rümlang"
"1733471920-349","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=62","","https://www.autoscout24.ch/de/d/mercedes-benz-viano-marco-polo-35-l-aut-11770374","MERCEDES-BENZ Viano Marco Polo 3.5 L Aut.","CHF 44'900.–","89'000 km","Benzin","Rue Pré-de-la-Fontaine 8A. Bâtiment C., 1242 Satigny"
"1733471925-350","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=62","","https://www.autoscout24.ch/de/d/karmann-dexter-go-600-2-3-diesel-fiat-ducato-professional-mj2-130-11803760","KARMANN DEXTER GO 600 2,3 DIESEL FIAT DUCATO PROFESSIONAL MJ2 130","CHF 48'997.–","32'253 km","Diesel","Zollstrasse 33, 8240 Thayngen(SH)"
"1733471930-351","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=62","","https://www.autoscout24.ch/de/d/weinsberg-caratour-600-me-2-3-diesel-9g-automat-fiat-ducato-mj-140-11817051","WEINSBERG CARATOUR 600 ME 2,3 DIESEL 9G-AUTOMAT FIAT DUCATO MJ 140","CHF 64'997.–","47'099 km","Diesel","Zollstrasse 33, 8240 Thayngen(SH)"
"1733471938-352","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=61","","https://www.autoscout24.ch/de/d/fiat-28-jtd-super-ausstattung-11968999","FIAT 2.8 JTD - Super Ausstattung","CHF 23'997.–","59'000 km","Diesel","Lättichstrasse 6, 6340 Baar"
"1733471941-353","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=61","","https://www.autoscout24.ch/de/d/knaus-sky-wave-650-meg-mit-einzelbett-and-hubbett-11964886","KNAUS Sky Wave 650 MEG mit Einzelbett & Hubbett","CHF 49'990.–","68'999 km","Diesel","Johann-Renfer-Strasse 3, 2504 Biel/Bienne"
"1733471947-354","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=61","","https://www.autoscout24.ch/de/d/fiat-carthago-c-compactline-i143-10956613","FIAT CARTHAGO C-COMPACTLINE I143","CHF 81'900.–","26'000 km","-","Avenue Haldimand 38, 1400 Yverdon les bains"
"1733471951-355","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=61","","https://www.autoscout24.ch/de/d/vw-t6-california-20-bi-tdi-ocean-grey-4motion-10041879","VW T6 California 2.0 Bi-TDI Ocean GREY 4Motion","CHF 54'900.–","109'800 km","Diesel","Eichäckerstrasse 1, 8500 Frauenfeld"
"1733471954-356","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=61","","https://www.autoscout24.ch/de/d/frankia-yucon-60-10725058","FRANKIA YUCON 6.0","CHF 99'900.–","12'266 km","Diesel","Kirchbergstrasse 61, 3421 Lyssach"
"1733471958-357","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=61","","https://www.autoscout24.ch/de/d/ford-transit-custom-nugget-westfalia-aufstelldach-2-2-tdci-diesel-8933768","FORD TRANSIT CUSTOM NUGGET WESTFALIA AUFSTELLDACH 2,2 TDCI DIESEL","CHF 39'997.–","79'005 km","Diesel","Zollstrasse 33, 8240 Thayngen(SH)"
"1733471961-358","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=61","","https://www.autoscout24.ch/de/d/hymer-sierra-nevada-23-diesel-hubdach-fiat-ducato-multijet-150-9485633","HYMER SIERRA NEVADA 2.3 DIESEL HUBDACH FIAT DUCATO MULTIJET 150","CHF 51'797.–","43'026 km","Diesel","Zollstrasse 33, 8240 Thayngen(SH)"
"1733471965-359","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=61","","https://www.autoscout24.ch/de/d/sunlight-capron-t-64-2-3-diesel-fiat-ducato-multijet-130-9556857","SUNLIGHT CAPRON T 64 2,3 DIESEL FIAT DUCATO MULTIJET 130","CHF 39'997.–","61'140 km","Diesel","Zollstrasse 33, 8240 Thayngen(SH)"
"1733471970-360","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=61","","https://www.autoscout24.ch/de/d/mclouis-mc-4-22-gold-2-3-diesel-fiat-ducato-multijet-130-9558788","MCLOUIS MC 4 22 GOLD 2,3 DIESEL FIAT DUCATO MULTIJET 130","CHF 47'997.–","32'281 km","Diesel","Zollstrasse 33, 8240 Thayngen(SH)"
"1733471975-361","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=61","","https://www.autoscout24.ch/de/d/adria-sun-living-c-flexo-sp-2-3-diesel-fiat-ducato-multijet-130-9559079","ADRIA SUN LIVING C FLEXO SP 2,3 DIESEL FIAT DUCATO MULTIJET 130","CHF 40'997.–","59'985 km","Diesel","Zollstrasse 33, 8240 Thayngen(SH)"
"1733471984-362","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=61","","https://www.autoscout24.ch/de/d/karmann-davis-v-590-2-3-diesel-fiat-ducato-multijet-130-9567296","KARMANN DAVIS V 590 2,3 DIESEL FIAT DUCATO MULTIJET 130","CHF 47'997.–","42'441 km","Diesel","Zollstrasse 33, 8240 Thayngen(SH)"
"1733471986-363","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=61","","https://www.autoscout24.ch/de/d/sunlight-capron-i-68-2-3-diesel-fiat-ducato-multijet-130-9859547","SUNLIGHT CAPRON I 68 2,3 DIESEL FIAT DUCATO MULTIJET 130","CHF 59'997.–","26'128 km","Diesel","Zollstrasse 33, 8240 Thayngen(SH)"
"1733471989-364","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=61","","https://www.autoscout24.ch/de/d/pilote-v-630-j-2-3-diesel-fiat-ducato-multijet-130-10015291","PILOTE V 630 J 2,3 DIESEL FIAT DUCATO MULTIJET 130","CHF 39'997.–","47'332 km","Diesel","Zollstrasse 33, 8240 Thayngen(SH)"
