web-scraper-order,web-scraper-start-url,autoscout24,autoscout24-href,description_raw,price_raw,mileage_raw,fuel_type_raw,location_raw
"1733474643-909","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=34","","https://www.autoscout24.ch/de/d/vw-t61-california-20-tdi-ocean-4motion-11962838","VW T6.1 California 2.0 TDI Ocean 4Motion","CHF 54'700.–","72'500 km","Diesel","Murgenthalerstrasse 3, 4628 Wolfwil Kt. SO"
"1733474652-910","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=33","","https://www.autoscout24.ch/de/d/vw-t6-california-20-tdi-ocean-liberty-4motion-11645578","VW T6 California 2.0 TDI Ocean Liberty 4Motion","CHF 51'900.–","82'000 km","Diesel","Pierre-à-Mazel 25, 2000 Neuchâtel"
"1733474654-911","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=33","","https://www.autoscout24.ch/de/d/adria-unica-432px-5204-11990758","ADRIA Unica 432PX (5204)","CHF 5'900.–","50'000 km","-","Bernstrasse West 60, 5034 Suhr"
"1733474657-912","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=33","","https://www.autoscout24.ch/de/d/vw-t61-california-20-tdi-ocean-liberty-12000980","VW T6.1 California 2.0 TDI Ocean Liberty","CHF 38'900.–","30'000 km","Diesel","Industriezone 10, 4710 BALSTHAL"
"1733474659-913","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=33","","https://www.autoscout24.ch/de/d/vw-t5-california-20-tdi-beach-last-edition-11174581","VW T5 California 2.0 TDI Beach LAST EDITION","CHF 39'999.–","59'700 km","Diesel","Zürcherstrasse 100, 8852 Altendorf"
"1733474662-914","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=33","","https://www.autoscout24.ch/de/d/renault-magnum-460-4x2-mit-sattelanhanger-10768241","RENAULT Magnum 460 4x2 mit Sattelanhänger","CHF 80'000.–","70'000 km","Diesel","Lotzwilstrasse 66, 4900 Langenthal"
"1733474665-915","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=33","","https://www.autoscout24.ch/de/d/vw-t61-california-20-tdi-ocean-liberty-10931388","VW T6.1 California 2.0 TDI Ocean Liberty","CHF 64'900.–","29'600 km","Diesel","Worbstrasse 171b, 3073 Gümligen"
"1733474668-916","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=33","","https://www.autoscout24.ch/de/d/vw-westfalia-kepler-4motion-11355333","VW Westfalia Kepler 4Motion","CHF 64'900.–","20'700 km","Diesel","Route de Genève 14, 1131 Tolochenaz / Morges"
"1733474670-917","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=33","","https://www.autoscout24.ch/de/d/vw-t61-california-20-tdi-ocean-liberty-4motion-11565447","VW T6.1 California 2.0 TDI Ocean Liberty 4Motion","CHF 65'800.–","22'555 km","Diesel","Bodenackerstrasse 71, 4657 Dulliken"
"1733474674-918","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=33","","https://www.autoscout24.ch/de/d/vw-t6-california-20-bi-tdi-beach-liberty-4motion-11644818","VW T6 California 2.0 Bi-TDI Beach Liberty 4Motion","CHF 55'900.–","76'500 km","Diesel","Badener Landstrasse 23, 8197 Rafz"
"1733474677-919","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=33","","https://www.autoscout24.ch/de/d/vw-t6-california-20-bi-tdi-ocean-4motion-11666215","VW T6 California 2.0 Bi-TDI Ocean 4Motion","CHF 44'800.–","126'400 km","Diesel","Langenhagstrasse 21, 4147 Aesch"
"1733474680-920","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=33","","https://www.autoscout24.ch/de/d/morelo-palace-88-lb-life-11692607","MORELO Palace 88 LB Life","CHF 248'900.–","36'000 km","Diesel","Wilerstrasse 25, 9536 Schwarzenbach"
"1733474683-921","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=33","","https://www.autoscout24.ch/de/d/peugeot-boxer-11621637","PEUGEOT BOXER","CHF 133'400.–","606'000 km","-","8604 Volketswil"
"1733474686-922","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=33","","https://www.autoscout24.ch/de/d/vw-t6-california-20-tdi-ocean-grey-4motion-11877148","VW T6 California 2.0 TDI Ocean GREY 4Motion","CHF 62'000.–","75'000 km","Diesel","5023 Biberstein"
"1733474689-923","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=33","","https://www.autoscout24.ch/de/d/dethleffs-trend-i-7057-eb-11953141","DETHLEFFS Trend I 7057 EB","CHF 35'671.–","42'071 km","Diesel","8964 Rudolfstetten"
"1733474692-924","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=33","","https://www.autoscout24.ch/de/d/mercedes-benz-sprinter-316-4x4-8919378","MERCEDES-BENZ Sprinter 316 4x4","CHF 38'000.–","130'000 km","Diesel","8586 Erlen"
"1733474695-925","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=33","","https://www.autoscout24.ch/de/d/flagstaff-forest-river-nissan-navara-10502403","FLAGSTAFF Forest River + Nissan Navara","CHF 59'900.–","90'000 km","Diesel","1084 Carrouge"
"1733474698-926","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=33","","https://www.autoscout24.ch/de/d/vw-cali-bitdi-beaedli4ma-10902817","VW Cali. BiTDI Bea.Ed.Li.4MA","CHF 60'000.–","90'000 km","Diesel","3753 Oey"
"1733474701-927","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=33","","https://www.autoscout24.ch/de/d/fiat-ducato-dethleffs-eighty-ii-11241661","FIAT Ducato Dethleffs Eighty II","CHF 44'800.–","41'500 km","Diesel","3510 Konolfingen"
"1733474704-928","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=33","","https://www.autoscout24.ch/de/d/vw-t5-offroad-11343467","VW T5 Offroad","CHF 58'000.–","100'000 km","-","8808 Pfäffikon"
"1733474706-929","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=33","","https://www.autoscout24.ch/de/d/vw-t61-california-20-tdi-ocean-liberty-11349070","VW T6.1 California 2.0 TDI Ocean Liberty","CHF 52'000.–","62'855 km","Diesel","1312 Eclepens"
"1733474713-930","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=32","","https://www.autoscout24.ch/de/d/mercedes-benz-marco-polo-250-d-4m-automat-11892787","MERCEDES-BENZ Marco Polo 250 d  4M Automat","CHF 82'900.–","13'000 km","Diesel","Route d'Yverdon 44, 1530 Payerne"
"1733474717-931","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=32","","https://www.autoscout24.ch/de/d/ford-transit-custom-l1h1-s-camper-limited-edition-11966639","FORD Transit Custom L1H1 / S-Camper Limited Edition","CHF 34'900.–","30'000 km","Diesel","Bernfeldweg 34, 3303 Jegenstorf"
"1733474720-932","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=32","","https://www.autoscout24.ch/de/d/chausson-ford-788-titanium-premium-11006087","CHAUSSON Ford 788 Titanium Premium","CHF 74'900.–","15'000 km","Diesel","Grand-Rue 57, 2606 Corgémont"
"1733474723-933","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=32","","https://www.autoscout24.ch/de/d/fiat-sunlight-a57-kompakt-11968952","FIAT Sunlight A57 - Kompakt","CHF 39'900.–","78'507 km","Diesel","Dammstrasse 6, 8112 Otelfingen"
"1733474725-934","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=32","","https://www.autoscout24.ch/de/d/knaus-tabbert-tr-sport-11964277","KNAUS Tabbert TR Sport","CHF 27'900.–","100'500 km","Diesel","Sägestrasse 51, 5600 Lenzburg"
"1733474730-935","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=32","","https://www.autoscout24.ch/de/d/hobby-maxia-van-680-et-h23-10497853","HOBBY MAXIA VAN 680 ET (H23)","CHF 94'231.–","20'000 km","Diesel","Sagenfeldstrasse 2, 6252 Dagmersellen"
"1733474733-936","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=32","","https://www.autoscout24.ch/de/d/fiat-etrusco-t6900-sb-10595839","FIAT ETRUSCO T6900 SB","CHF 68'900.–","13'700 km","Diesel","Neudorfstrasse 1, 9434 Au SG"
"1733474738-937","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=32","","https://www.autoscout24.ch/de/d/fiat-ducato-hymer-c634-11103098","FIAT Ducato HYMER C634","CHF 35'990.–","80'700 km","Diesel","Rte de Granges 1i/Box 38, 1607 Palézieux"
"1733474746-938","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=32","","https://www.autoscout24.ch/de/d/bimobil-bimobil-hd-420-5t-11427631","BIMOBIL Bimobil HD 420 - 5T","CHF 174'990.–","84'600 km","Diesel","Route de Bottens 3 (StreetBox 41), 1053 Bretigny-sur-Morrens"
"1733474749-939","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=32","","https://www.autoscout24.ch/de/d/sun-living-a70-dk-11448753","SUN LIVING A70 DK","CHF 79'900.–","10'000 km","Diesel","Grand-Rue 57, 2606 Corgémont"
"1733474752-940","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=32","","https://www.autoscout24.ch/de/d/blucamp-blue-bird-11392847","BLUCAMP Blue Bird","CHF 499'000.–","322'000 km","Diesel","8306 Brüttisellen"
"1733474754-941","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=32","","https://www.autoscout24.ch/de/d/mercedes-benz-unimog-u2150-11755611","MERCEDES-BENZ UNIMOG U2150","CHF 90'000.–","188'000 km","Diesel","7240 Prada"
"1733474757-942","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=32","","https://www.autoscout24.ch/de/d/mercedes-benz-marco-polo-250-d-4matic-7g-tronic-11891946","MERCEDES-BENZ Marco Polo 250 d 4Matic 7G-Tronic","CHF 51'500.–","73'000 km","Diesel","3360 Herzogenbuchsee"
"1733474760-943","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=32","","https://www.autoscout24.ch/de/d/vw-40-4x4-11895092","VW 40 4x4","CHF 65'000.–","260'000 km","Diesel","8305 Dietlikon"
"1733474763-944","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=32","","https://www.autoscout24.ch/de/d/randger-r560-4x4-11944077","RANDGER R560 4X4","CHF 69'500.–","43'000 km","Diesel","1005 lausanne"
"1733474766-945","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=32","","https://www.autoscout24.ch/de/d/burstner-ford-a630-nexxo-family-11954355","BÜRSTNER //Ford A630 Nexxo Family//","CHF 24'990.–","89'810 km","Diesel","4133 Schweizerhalle"
"1733474773-946","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=32","","https://www.autoscout24.ch/de/d/fiat-ducato-11960210","FIAT Ducato","CHF 29'000.–","105'971 km","Diesel","1063 Peyres-Possens"
"1733474777-947","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=32","","https://www.autoscout24.ch/de/d/mercedes-benz-marco-polo-250-d-4m-a-10405888","MERCEDES-BENZ Marco Polo 250 d  4M A","CHF 69'900.–","20'350 km","Diesel","1292 Chambesy"
"1733474779-948","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=32","","https://www.autoscout24.ch/de/d/vw-t6-california-20-tdi-ocean-grey-4motion-offroad-umbau-11943079","VW T6 California 2.0 TDI Ocean GREY 4Motion + Offroad Umbau","CHF 55'000.–","97'000 km","Diesel","6353 Weggis"
"1733474782-949","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=32","","https://www.autoscout24.ch/de/d/eura-mobil-profilia-685-11771171","EURA MOBIL Profilia 685","CHF 23'000.–","127'900 km","Diesel","8181 Höri"
"1733474791-950","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=31","","https://www.autoscout24.ch/de/d/opel-20-dci-westfalia-l2-h1-11636085","OPEL 2.0 dci Westfalia L2 H1","CHF 15'900.–","218'500 km","-","Heerengarten 8, 8233 Bargen (SH)  (35 min von Zürich)"
"1733474795-951","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=31","","https://www.autoscout24.ch/de/d/vw-t61-calif-tdi-beach-lib-4m-a-edition-dakar-11739048","VW T6.1 Calif. TDI Beach Lib 4M A Edition DAKAR","CHF 73'850.–","36'000 km","Diesel","St-Hubert 151, 2854 Bassecourt"
"1733474798-952","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=31","","https://www.autoscout24.ch/de/d/mercedes-benz-316-cdi-4x4-camper-x-11783227","MERCEDES-BENZ 316 CDI 4x4 Camper X","CHF 109'000.–","39'500 km","Diesel","Industriestrasse 16, 60551 Alpnach Dorf"
"1733474800-953","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=31","","https://www.autoscout24.ch/de/d/mercedes-benz-319-cdi-ka-4x4-11813731","MERCEDES-BENZ 319 CDI KA 4x4","CHF 79'999.–","15'000 km","Diesel","Kirchweg 88-90, 8750 Glarus"
"1733474803-954","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=31","","https://www.autoscout24.ch/de/d/vw-t61-california-20-tdi-beach-liberty-spirit-11821433","VW T6.1 California 2.0 TDI Beach Liberty Spirit","CHF 59'900.–","15'400 km","Diesel","Wildbachstrasse 31/33, 8008 Zürich"
"1733474806-955","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=31","","https://www.autoscout24.ch/de/d/hobby-vantana-k65-et-de-luxe-automat-g31-11826012","HOBBY Vantana K65 ET De Luxe - Automat (G31)","CHF 79'137.–","20'000 km","Diesel","Sagenfeldstrasse 2, 6252 Dagmersellen"
"1733474808-956","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=31","","https://www.autoscout24.ch/de/d/hobby-vantana-k65-et-de-luxe-11826114","HOBBY Vantana K65 ET De Luxe","CHF 79'770.–","20'000 km","Diesel","Sagenfeldstrasse 2, 6252 Dagmersellen"
"1733474811-957","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=31","","https://www.autoscout24.ch/de/d/hobby-vantana-k65-et-de-luxe-automat-11826320","HOBBY Vantana K65 ET De Luxe - Automat","CHF 79'944.–","30'000 km","Diesel","Sagenfeldstrasse 2, 6252 Dagmersellen"
"1733474814-958","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=31","","https://www.autoscout24.ch/de/d/vw-t61-california-3000-20-tdi-150-beach-dsg-4m-11864661","VW T6.1 California 3000 2.0 TDI 150 Beach DSG 4m","CHF 75'000.–","23'000 km","Diesel","Avenue du Grand-St-Bernard 78, 1920 Martigny"
"1733474817-959","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=31","","https://www.autoscout24.ch/de/d/mercedes-benz-marco-polo-250-d-4matic-11922944","MERCEDES-BENZ Marco Polo 250 d 4matic","CHF 51'900.–","44'000 km","Diesel","Rapperswilerstrasse 66, 8620 Wetzikon"
"1733474819-960","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=31","","https://www.autoscout24.ch/de/d/renault-master-t35-23dci-130-l3h3-11905184","RENAULT Master T35 2.3dCi 130 L3H3","CHF 38'000.–","78'000 km","Diesel","8863 Buttikon"
"1733474822-961","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=31","","https://www.autoscout24.ch/de/d/vw-t6-california-beach-edition-bi-tdi-4-motion-dsg-7829797","VW T6 California Beach Edition Bi-TDI 4 MOTION DSG","CHF 60'000.–","60'000 km","Diesel","8002 Zürich"
"1733474824-962","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=31","","https://www.autoscout24.ch/de/d/niesmann-bischoff-smove-10580601","NIESMANN + BISCHOFF Smove","CHF 97'500.–","28'500 km","Diesel","3818 Grindelwald"
"1733474827-963","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=31","","https://www.autoscout24.ch/de/d/carthago-c-compactline-138-db-super-lightweight-11545002","CARTHAGO C-Compactline | 138 DB Super-Lightweight","CHF 59'900.–","32'000 km","Diesel","1054 Morrens"
"1733474829-964","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=31","","https://www.autoscout24.ch/de/d/ford-transit-custom-nugget-11700452","FORD TRANSIT CUSTOM Nugget","CHF 49'500.–","46'000 km","Diesel","3400 Burgdorf"
"1733474832-965","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=31","","https://www.autoscout24.ch/de/d/vw-lt-31-11716863","VW LT 31","CHF 10'000.–","250'000 km","Benzin","1642 Sorens"
"1733474835-966","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=31","","https://www.autoscout24.ch/de/d/fiat-adria-twin-11948029","FIAT Adria Twin","CHF 22'900.–","205'000 km","Diesel","8003 Zürich"
"1733474839-967","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=31","","https://www.autoscout24.ch/de/d/hymer-i-674-integral-automatik-150cv-8161513","HYMER I 674 Intégral Automatik -  150cv","CHF 75'000.–","57'000 km","Diesel","1054 Morrens"
"1733474842-968","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=31","","https://www.autoscout24.ch/de/d/renault-master-t35-23dci-125-l3h2-11651240","RENAULT Master T35 2.3dCi 125 L3H2","CHF 17'000.–","137'000 km","Diesel","7276 Davos Frauenkirch"
"1733474844-969","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=31","","https://www.autoscout24.ch/de/d/vw-t6-california-20-tdi-ocean-4motion-11800320","VW T6 California 2.0 TDI Ocean 4Motion","CHF 49'900.–","85'000 km","Diesel","1963 Vétroz"
"1733474851-970","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=30","","https://www.autoscout24.ch/de/d/toyota-land-cruiser-rhd-11954273","TOYOTA LAND CRUISER - RHD","CHF 74'990.–","80'000 km","Diesel","Route de Bottens 3 (StreetBox 41), 1053 Bretigny-sur-Morrens"
"1733474856-971","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=30","","https://www.autoscout24.ch/de/d/vw-t61-california-20-tdi-ocean-liberty-4motion-video-https-youtube-h5xvluw4pe8-bilder-https-youtube-mz4ohtuzwc0-11972365","VW T6.1 California 2.0 TDI Ocean Liberty 4Motion / Video : https://youtu.be/H5XvLuw4pE8 / Bilder : https://youtu.be/mZ4oHtuzwC0","CHF 64'800.–","62'510 km","Diesel","Tellistrasse 106, 5000 Aarau"
"1733474862-972","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=30","","https://www.autoscout24.ch/de/d/vw-t61-california-3000-20-tdi-150-beach-dsg-11499807","VW T6.1 California 3000 2.0 TDI 150 Beach DSG","CHF 68'400.–","17'836 km","Diesel","Murtenstrasse 40, 3177 Laupen"
"1733474866-973","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=30","","https://www.autoscout24.ch/de/d/vw-t61-20tdi-camper-summermobil-150-ps-11658120","VW T6.1 2.0TDI Camper Summermobil 150 Ps","CHF 47'850.–","45'328 km","Diesel","Hauptstrasse 9, 8598 Bottighofen / bei 8280 Kreuzlingen am Bodensee"
"1733474870-974","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=30","","https://www.autoscout24.ch/de/d/vw-t5-california-20-bi-tdi-comfortline-11858670","VW T5 California 2.0 Bi-TDI Comfortline","CHF 39'950.–","87'000 km","Diesel","Murtenstrasse 4, 3270 Aarberg"
"1733474873-975","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=30","","https://www.autoscout24.ch/de/d/karmann-davis-590-lifestlye-10741914","KARMANN Davis 590 Lifestlye","CHF 62'900.–","15'000 km","Diesel","Grand-Rue 57, 2606 Corgémont"
"1733474875-976","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=30","","https://www.autoscout24.ch/de/d/mercedes-benz-viano-22-cdi-fun-lang-wagon-4x4-8-platzer-11525719","MERCEDES-BENZ Viano 2.2 CDI Fun lang Wagon*4x4*8-Plätzer*","CHF 29'999.–","193'800 km","Diesel","Werkhofstrasse 1, 8360 Eschlikon TG"
"1733474878-977","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=30","","https://www.autoscout24.ch/de/d/mercedes-benz-marco-polo-250-d-4matic-11783647","MERCEDES-BENZ Marco Polo 250 d 4matic","CHF 56'650.–","109'500 km","Diesel","Solothurnstrasse 21, 4536 Attiswil"
"1733474881-978","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=30","","https://www.autoscout24.ch/de/d/westfalia-11965835","WESTFALIA","CHF 35'990.–","49'700 km","Diesel","Route de la Pisciculture  37, 1700 Fibourg"
"1733474884-979","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=30","","https://www.autoscout24.ch/de/d/vw-t61-california-beach-edition-11505558","VW T6.1 California Beach Edition","CHF 59'900.–","39'000 km","Diesel","6838 Cabbio"
"1733474887-980","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=30","","https://www.autoscout24.ch/de/d/citroen-jumper-11839739","CITROEN JUMPER","CHF 17'000.–","142'000 km","Diesel","5646 Abtwil"
"1733474889-981","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=30","","https://www.autoscout24.ch/de/d/knaus-11896333","KNAUS","CHF 20'900.–","147'316 km","-","3324 Mötschwil"
"1733474892-982","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=30","","https://www.autoscout24.ch/de/d/adria-sonic-11955660","ADRIA SONIC","CHF 45'000.–","65'000 km","Diesel","8865 Bilten"
"1733474895-983","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=30","","https://www.autoscout24.ch/de/d/land-rover-10285020","LAND ROVER","CHF 39'000.–","85'000 km","Benzin","6474 Amsteg"
"1733474897-984","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=30","","https://www.autoscout24.ch/de/d/vw-t61-california-20-tdi-ocean-liberty-10294855","VW T6.1 California 2.0 TDI Ocean Liberty","CHF 53'750.–","54'500 km","Diesel","8057 Zürich"
"1733474901-985","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=30","","https://www.autoscout24.ch/de/d/eriba-troll-klassiker-im-top-zustand-10308686","ERIBA Troll - Klassiker im Top Zustand","CHF 9'999.–","20'000 km","-","6330 Cham"
"1733474903-986","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=30","","https://www.autoscout24.ch/de/d/mercedes-benz-marco-polo-300-d-4m-a-10685857","MERCEDES-BENZ Marco Polo 300 d 4M A","CHF 62'900.–","60'000 km","Diesel","9000 St Gallen"
"1733474907-987","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=30","","https://www.autoscout24.ch/de/d/mercedes-benz-vario-616-d-a-negocier-10980078","MERCEDES-BENZ VARIO 616 D à négocier","CHF 35'000.–","160'000 km","Diesel","1213 Petit-Lancy"
"1733474912-988","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=30","","https://www.autoscout24.ch/de/d/vw-t2-t3-westfalia-joker-turbodiesel-11373938","VW T2 T3 Westfalia Joker Turbodiesel","CHF 25'000.–","203'490 km","-","9000 St.Gallen"
"1733474918-989","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=29","","https://www.autoscout24.ch/de/d/laika-x700-11987259","LAIKA X700","CHF 35'900.–","114'500 km","Diesel","Industriering 1000, 5742 Kölliken"
"1733474921-990","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=29","","https://www.autoscout24.ch/de/d/mercedes-benz-hymer-312-b-680-star-line-11998849","MERCEDES-BENZ Hymer 312 B 680 Star Line","CHF 21'900.–","91'789 km","Diesel","Zugerstrasse 40, 6404 Küssnacht am Rigi"
"1733474924-991","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=29","","https://www.autoscout24.ch/de/d/vw-t61-california-20-tdi-ocean-edition-liberty-dsg-10971251","VW T6.1 California 2.0 TDI Ocean Edition Liberty DSG","CHF 62'490.–","33'700 km","Diesel","Bernstrasse 86, 4953 Schwarzenbach"
"1733474928-992","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=29","","https://www.autoscout24.ch/de/d/vw-t61-california-20-tdi-beach-liberty-spirit-11017680","VW T6.1 California 2.0 TDI Beach Liberty Spirit","CHF 65'900.–","17'000 km","Diesel","Via Cantonale 1A, 6760 Faido"
"1733474931-993","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=29","","https://www.autoscout24.ch/de/d/vw-t61-california-20-bi-tdi-ocean-liberty-4motion-11238687","VW T6.1 California 2.0 Bi-TDI Ocean Liberty 4Motion","CHF 71'810.–","36'000 km","Diesel","Chemin de Maillefer 34, 1052 LE MONT-SUR-LAUSANNE"
"1733474934-994","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=29","","https://www.autoscout24.ch/de/d/benimar-transit-tessoro-463-11266880","BENIMAR TRANSIT tessoro 463","CHF 69'000.–","29'812 km","Diesel","Chemin de Riantbosson 12, 1217 Meyrin"
"1733474937-995","https://www.autoscout24.ch/de/s/vc-camper?mileageFrom=10000&pagination%5Bpage%5D=29","","https://www.autoscout24.ch/de/d/vw-t61-california-20-tdi-ocean-liberty-4motion-11666041","VW T6.1 California 2.0 TDI Ocean Liberty 4Motion","CHF 68'490.–","32'000 km","Diesel","1113 Saint-Saphorin-sur-Morges"
